EmployeeID,Skill,ProficiencyLevel,MonthsSinceLastUse,EvidenceType
E0547,Stakeholder Management,3,46,Self-assessment
E0547,Learning Analytics,2,42,Self-assessment
E0547,Data Storytelling,5,9,Self-assessment
E0547,People Analytics,3,43,Certification
E0547,Data Visualization,1,32,Manager validation
E0547,Communication,2,30,Self-assessment
E0547,Statistics,2,22,Manager validation
E0547,Talent Management,3,29,Self-assessment
E0547,Power BI,3,39,Self-assessment
E0548,Excel,2,45,Manager validation
E0548,Business Acumen,3,17,Self-assessment
E0548,Project Management,2,22,Project evidence
E0548,Data Quality,2,25,Self-assessment
E0548,Communication,2,46,Project evidence
E0548,Power BI,2,11,Manager validation
E0548,Statistics,1,46,Project evidence
E0549,Change Management,4,6,Project evidence
E0549,Power BI,3,23,Self-assessment
E0549,Business Acumen,4,38,Self-assessment
E0549,Data Quality,3,45,Project evidence
E0549,Stakeholder Management,5,30,Self-assessment
E0549,Communication,2,32,Manager validation
E0549,Data Storytelling,4,14,Project evidence
E0549,Forecasting,2,6,Certification
E0549,Project Management,2,15,Self-assessment
E0550,Excel,3,10,Self-assessment
E0550,Business Acumen,3,40,Self-assessment
E0550,Project Management,3,4,Project evidence
E0550,Employee Engagement,2,25,Self-assessment
E0550,Stakeholder Management,2,48,Self-assessment
E0550,Power BI,4,20,Manager validation
E0550,Power Query,1,24,Certification
E0550,DAX,2,13,Certification
E0550,Skills Gap Analysis,2,48,Self-assessment
E0550,Talent Intelligence,1,37,Manager validation
E0551,Business Acumen,2,45,Manager validation
E0551,Data Quality,1,8,Certification
E0551,Employee Engagement,3,38,Self-assessment
E0551,Communication,3,32,Certification
E0551,Data Storytelling,1,21,Self-assessment
E0551,Project Management,1,8,Certification
E0552,Change Management,5,17,Self-assessment
E0552,Excel,3,15,Self-assessment
E0552,Scenario Modeling,3,34,Self-assessment
E0552,Power BI,4,43,Self-assessment
E0552,Business Acumen,3,47,Manager validation
E0552,Stakeholder Management,4,33,Manager validation
E0552,Statistics,2,35,Project evidence
E0552,Communication,3,9,Self-assessment
E0552,Data Storytelling,4,36,Certification
E0552,Forecasting,3,42,Manager validation
E0552,Project Management,3,26,Manager validation
E0553,Change Management,3,18,Manager validation
E0553,Excel,3,34,Manager validation
E0553,Scenario Modeling,3,28,Self-assessment
E0553,Business Acumen,3,38,Certification
E0553,Data Quality,1,31,Manager validation
E0553,Stakeholder Management,4,19,Certification
E0553,Statistics,2,13,Manager validation
E0553,Data Storytelling,2,8,Certification
E0553,Forecasting,2,33,Self-assessment
E0553,Project Management,3,25,Certification
E0553,Power BI,1,41,Manager validation
E0554,SQL,3,3,Project evidence
E0554,Data Quality,2,36,Self-assessment
E0554,NLP,2,10,Manager validation
E0554,Machine Learning,3,3,Self-assessment
E0554,Data Governance,2,8,Manager validation
E0554,Generative AI,3,34,Manager validation
E0554,Communication,1,15,Self-assessment
E0554,Project Management,1,16,Project evidence
E0555,Excel,2,35,Self-assessment
E0555,Scenario Modeling,3,43,Certification
E0555,Project Management,1,35,Self-assessment
E0555,Stakeholder Management,3,41,Certification
E0555,Communication,1,11,Manager validation
E0555,Power BI,1,48,Certification
E0555,Internal Mobility,2,13,Self-assessment
E0555,Skills Gap Analysis,3,43,Self-assessment
E0556,SQL,3,39,Project evidence
E0556,Data Modeling,3,19,Project evidence
E0556,Stakeholder Management,3,14,Manager validation
E0556,Data Governance,3,44,Self-assessment
E0556,Generative AI,4,39,Self-assessment
E0556,Communication,2,48,Self-assessment
E0556,Project Management,2,40,Project evidence
E0556,Python,1,34,Certification
E0557,Excel,4,27,Self-assessment
E0557,Business Acumen,3,11,Self-assessment
E0557,Power BI,3,31,Manager validation
E0557,Data Storytelling,2,23,Self-assessment
E0557,Project Management,3,32,Certification
E0557,Data Modeling,1,38,Manager validation
E0557,DAX,3,18,Manager validation
E0558,Change Management,3,22,Manager validation
E0558,Excel,1,21,Project evidence
E0558,Business Acumen,4,28,Manager validation
E0558,Performance Analytics,1,24,Manager validation
E0558,Data Quality,2,38,Self-assessment
E0558,Stakeholder Management,5,44,Manager validation
E0558,Data Storytelling,4,26,Manager validation
E0558,Power BI,2,45,Project evidence
E0559,Change Management,3,9,Self-assessment
E0559,Excel,2,9,Manager validation
E0559,Business Acumen,3,36,Self-assessment
E0559,Performance Analytics,1,33,Self-assessment
E0559,Stakeholder Management,4,46,Project evidence
E0559,Communication,1,46,Self-assessment
E0559,Data Storytelling,4,19,Project evidence
E0560,SQL,5,43,Project evidence
E0560,Business Acumen,1,9,Manager validation
E0560,Data Quality,2,27,Project evidence
E0560,Data Modeling,4,44,Manager validation
E0560,Stakeholder Management,3,9,Certification
E0560,Data Governance,2,33,Manager validation
E0560,Generative AI,4,16,Certification
E0560,Python,4,39,Self-assessment
E0560,People Analytics,2,26,Self-assessment
E0560,Internal Mobility,2,33,Project evidence
E0561,SQL,4,41,Certification
E0561,Business Acumen,1,17,Project evidence
E0561,NLP,2,10,Manager validation
E0561,Stakeholder Management,1,38,Manager validation
E0561,Data Governance,1,19,Project evidence
E0561,Generative AI,2,11,Self-assessment
E0561,Communication,3,21,Project evidence
E0561,Python,4,20,Manager validation
E0562,Change Management,3,11,Self-assessment
E0562,Excel,2,33,Manager validation
E0562,Business Acumen,3,27,Manager validation
E0562,Performance Analytics,3,35,Self-assessment
E0562,Data Quality,3,46,Self-assessment
E0562,HRIS,3,45,Certification
E0562,Stakeholder Management,3,3,Project evidence
E0562,Workforce Planning,4,43,Certification
E0562,Talent Analytics,3,27,Project evidence
E0562,People Analytics,4,25,Manager validation
E0562,Communication,3,45,Project evidence
E0562,Data Visualization,2,46,Certification
E0562,Data Storytelling,4,48,Certification
E0562,Power BI,2,43,Project evidence
E0563,Excel,3,25,Self-assessment
E0563,Business Acumen,3,38,Self-assessment
E0563,Performance Analytics,2,27,Certification
E0563,Stakeholder Management,3,44,Manager validation
E0563,Communication,2,23,Project evidence
E0564,Excel,4,38,Manager validation
E0564,Business Acumen,1,5,Project evidence
E0564,Statistics,2,48,Self-assessment
E0564,Communication,2,7,Manager validation
E0564,Forecasting,1,24,Self-assessment
E0564,Power BI,2,17,Manager validation
E0564,SQL,3,14,Manager validation
E0565,Power BI,2,18,Manager validation
E0565,Business Acumen,1,21,Manager validation
E0565,Performance Analytics,2,31,Project evidence
E0565,Stakeholder Management,1,19,Project evidence
E0565,Communication,1,43,Manager validation
E0565,Data Storytelling,3,20,Certification
E0565,Project Management,3,15,Certification
E0565,Python,1,27,Project evidence
E0565,Data Modeling,2,15,Self-assessment
E0566,Excel,1,43,Certification
E0566,Stakeholder Management,2,20,Self-assessment
E0566,Data Visualization,4,15,Self-assessment
E0566,Communication,4,48,Project evidence
E0566,Statistics,3,16,Certification
E0566,Data Storytelling,1,32,Manager validation
E0566,Power BI,1,12,Self-assessment
E0566,Power Query,2,31,Self-assessment
E0566,Data Modeling,3,15,Manager validation
E0567,SQL,3,13,Project evidence
E0567,Excel,3,5,Self-assessment
E0567,Business Acumen,3,8,Self-assessment
E0567,NLP,3,22,Manager validation
E0567,Data Governance,3,6,Certification
E0567,Machine Learning,1,22,Project evidence
E0567,Generative AI,4,13,Self-assessment
E0567,Project Management,2,11,Self-assessment
E0567,Data Modeling,4,34,Manager validation
E0567,Power BI,3,5,Certification
E0568,Data Quality,3,22,Self-assessment
E0568,Data Modeling,3,35,Self-assessment
E0568,NLP,2,35,Project evidence
E0568,Stakeholder Management,1,11,Manager validation
E0568,Data Governance,1,42,Self-assessment
E0568,Machine Learning,4,28,Self-assessment
E0568,Communication,1,21,Self-assessment
E0568,Python,4,13,Manager validation
E0568,Talent Intelligence,1,47,Self-assessment
E0568,Skills Gap Analysis,1,46,Manager validation
E0569,Change Management,3,7,Manager validation
E0569,Scenario Modeling,3,22,Certification
E0569,Business Acumen,4,10,Certification
E0569,Project Management,1,42,Project evidence
E0569,Data Quality,2,20,Project evidence
E0569,Stakeholder Management,5,46,Project evidence
E0569,Communication,1,9,Self-assessment
E0569,Data Storytelling,3,43,Self-assessment
E0569,Forecasting,2,45,Project evidence
E0569,Power BI,1,35,Manager validation
E0569,Workforce Planning,2,20,Self-assessment
E0569,People Analytics,2,27,Manager validation
E0570,Excel,2,42,Manager validation
E0570,Business Acumen,2,27,Certification
E0570,Employee Engagement,1,41,Self-assessment
E0570,Stakeholder Management,3,42,Self-assessment
E0570,Data Storytelling,2,31,Project evidence
E0570,Project Management,1,31,Manager validation
E0571,Excel,3,39,Self-assessment
E0571,Business Acumen,3,24,Manager validation
E0571,Data Quality,1,43,Self-assessment
E0571,Statistics,2,17,Self-assessment
E0571,Communication,2,26,Manager validation
E0571,Data Storytelling,3,7,Self-assessment
E0571,Power BI,1,24,Certification
E0572,Change Management,4,14,Certification
E0572,Excel,1,46,Self-assessment
E0572,Business Acumen,4,25,Self-assessment
E0572,Project Management,2,41,Self-assessment
E0572,Data Quality,2,26,Self-assessment
E0572,Employee Engagement,3,17,Self-assessment
E0572,Stakeholder Management,4,45,Certification
E0572,Data Storytelling,3,9,Project evidence
E0572,Power BI,2,42,Manager validation
E0573,SQL,3,7,Manager validation
E0573,Business Acumen,2,48,Certification
E0573,Data Modeling,4,45,Certification
E0573,NLP,3,44,Self-assessment
E0573,Machine Learning,3,21,Manager validation
E0573,Communication,1,35,Certification
E0573,Project Management,1,46,Self-assessment
E0573,Python,4,16,Self-assessment
E0574,Excel,2,43,Self-assessment
E0574,Business Acumen,1,44,Manager validation
E0574,Performance Analytics,2,28,Project evidence
E0574,Data Quality,2,47,Self-assessment
E0574,Stakeholder Management,2,40,Project evidence
E0574,Data Storytelling,2,46,Self-assessment
E0574,DAX,1,25,Self-assessment
E0574,SQL,4,46,Manager validation
E0575,Change Management,5,39,Project evidence
E0575,Excel,2,31,Project evidence
E0575,Scenario Modeling,2,14,Manager validation
E0575,Power BI,1,10,Self-assessment
E0575,Business Acumen,4,21,Self-assessment
E0575,Data Quality,3,23,Certification
E0575,Stakeholder Management,3,5,Project evidence
E0575,Communication,4,24,Self-assessment
E0575,Data Storytelling,4,13,Self-assessment
E0575,Project Management,1,33,Manager validation
E0575,SQL,1,19,Manager validation
E0575,Data Modeling,2,30,Certification
E0576,Excel,3,14,Manager validation
E0576,Business Acumen,2,13,Project evidence
E0576,Project Management,3,48,Self-assessment
E0576,Stakeholder Management,3,47,Project evidence
E0576,Communication,3,38,Manager validation
E0576,Power BI,1,32,Manager validation
E0576,Workforce Planning,2,3,Manager validation
E0576,Internal Mobility,3,25,Manager validation
E0577,Change Management,3,42,Manager validation
E0577,Excel,1,43,Certification
E0577,Business Acumen,3,35,Project evidence
E0577,Data Quality,1,23,Self-assessment
E0577,Stakeholder Management,3,24,Certification
E0577,Generative AI,1,39,Self-assessment
E0577,Statistics,1,19,Manager validation
E0577,Data Storytelling,5,33,Self-assessment
E0578,SQL,4,3,Manager validation
E0578,Excel,3,18,Self-assessment
E0578,Business Acumen,2,17,Self-assessment
E0578,Data Modeling,3,12,Manager validation
E0578,NLP,1,34,Self-assessment
E0578,Data Governance,2,26,Self-assessment
E0578,Communication,1,41,Manager validation
E0578,Python,4,41,Certification
E0578,Statistics,3,17,Self-assessment
E0578,Talent Intelligence,1,44,Project evidence
E0578,Internal Mobility,3,12,Manager validation
E0579,Business Acumen,2,36,Self-assessment
E0579,Performance Analytics,2,34,Self-assessment
E0579,Stakeholder Management,2,32,Manager validation
E0579,Communication,1,31,Self-assessment
E0579,Power BI,4,45,Self-assessment
E0579,Statistics,3,36,Manager validation
E0580,Change Management,3,17,Manager validation
E0580,Excel,1,42,Self-assessment
E0580,Business Acumen,4,45,Manager validation
E0580,Data Quality,2,43,Manager validation
E0580,Employee Engagement,1,6,Certification
E0580,Stakeholder Management,3,43,Self-assessment
E0580,Communication,2,33,Manager validation
E0580,Data Storytelling,4,36,Self-assessment
E0580,Project Management,3,21,Self-assessment
E0581,Business Acumen,2,11,Self-assessment
E0581,Performance Analytics,4,34,Self-assessment
E0581,Data Quality,2,14,Self-assessment
E0581,HRIS,2,8,Project evidence
E0581,Stakeholder Management,1,12,Manager validation
E0581,Workforce Planning,4,16,Manager validation
E0581,Data Storytelling,1,4,Project evidence
E0581,People Analytics,3,39,Manager validation
E0581,Statistics,2,46,Manager validation
E0581,Talent Management,3,34,Manager validation
E0581,Power BI,2,37,Certification
E0582,SQL,4,42,Project evidence
E0582,Change Management,4,13,Manager validation
E0582,Excel,2,21,Project evidence
E0582,Business Acumen,4,37,Manager validation
E0582,NLP,3,32,Manager validation
E0582,Stakeholder Management,3,18,Self-assessment
E0582,Data Governance,1,44,Project evidence
E0582,Machine Learning,3,36,Self-assessment
E0582,Data Storytelling,4,9,Self-assessment
E0582,Python,3,34,Self-assessment
E0583,HR Data Management,5,24,Self-assessment
E0583,Excel,3,38,Self-assessment
E0583,Power BI,3,47,Self-assessment
E0583,Performance Analytics,4,48,Project evidence
E0583,Employee Engagement,4,3,Self-assessment
E0583,Recruiting Analytics,2,5,Manager validation
E0583,Stakeholder Management,2,28,Manager validation
E0583,People Analytics,5,32,Manager validation
E0583,Statistics,2,38,Project evidence
E0583,Data Storytelling,2,28,Certification
E0583,Project Management,2,14,Manager validation
E0584,SQL,4,36,Self-assessment
E0584,Change Management,4,37,Project evidence
E0584,Business Acumen,5,44,Project evidence
E0584,Data Quality,2,24,Manager validation
E0584,NLP,2,29,Self-assessment
E0584,Stakeholder Management,3,32,Manager validation
E0584,Machine Learning,3,18,Certification
E0584,Data Governance,2,27,Self-assessment
E0584,Generative AI,4,30,Manager validation
E0584,Data Storytelling,3,5,Self-assessment
E0584,Project Management,1,6,Project evidence
E0585,Change Management,3,26,Certification
E0585,Excel,3,8,Self-assessment
E0585,Business Acumen,4,32,Self-assessment
E0585,Data Quality,3,27,Self-assessment
E0585,Stakeholder Management,3,9,Manager validation
E0585,Data Governance,2,48,Self-assessment
E0585,Data Storytelling,2,24,Manager validation
E0585,Project Management,1,38,Self-assessment
E0586,Excel,2,21,Project evidence
E0586,Business Acumen,2,12,Manager validation
E0586,Data Visualization,3,10,Project evidence
E0586,Communication,2,38,Project evidence
E0586,Statistics,1,19,Project evidence
E0586,Forecasting,1,48,Manager validation
E0586,Power BI,4,14,Project evidence
